bird_y,pipe_x,BIRD_VELOCITY,pipe_gap_y,reward
245,357,-1.5,83,0.1
244,354,-1.0,83,0.1
244,351,-0.5,83,0.1
244,348,0.0,83,0.1
245,345,0.5,83,0.1
246,342,1.0,83,0.1
248,339,1.5,83,0.1
250,336,2.0,83,0.1
253,333,2.5,83,0.1
256,330,3.0,83,0.1
260,327,3.5,83,0.1
264,324,4.0,83,0.1
269,321,4.5,83,0.1
274,318,5.0,83,0.1
280,315,5.5,83,0.1
286,312,6.0,83,0.1
293,309,6.5,83,0.1
300,306,7.0,83,0.1
308,303,7.5,83,0.1
316,300,8.0,83,0.1
325,297,8.5,83,0.1
334,294,9.0,83,0.1
344,291,9.5,83,0.1
354,288,10.0,83,0.1
365,285,10.5,83,0.1
376,282,11.0,83,0.1
388,279,11.5,83,0.1
400,276,12.0,83,0.1
413,273,12.5,83,0.1
426,270,13.0,83,0.1
440,267,13.5,83,0.1
454,264,14.0,83,0.1
469,261,14.5,83,0.1
484,258,15.0,83,0.1
500,255,15.5,83,0.1
493,252,-7.5,83,0.1
486,249,-7.0,83,0.1
480,246,-6.5,83,0.1
474,243,-6.0,83,0.1
469,240,-5.5,83,0.1
464,237,-5.0,83,0.1
460,234,-4.5,83,0.1
456,231,-4.0,83,0.1
453,228,-3.5,83,0.1
450,225,-3.0,83,0.1
448,222,-2.5,83,0.1
446,219,-2.0,83,0.1
445,216,-1.5,83,0.1
444,213,-1.0,83,0.1
444,210,-0.5,83,0.1
444,207,0.0,83,0.1
445,204,0.5,83,0.1
446,201,1.0,83,0.1
448,198,1.5,83,0.1
450,195,2.0,83,0.1
453,192,2.5,83,0.1
456,189,3.0,83,0.1
460,186,3.5,83,0.1
464,183,4.0,83,0.1
469,180,4.5,83,0.1
474,177,5.0,83,0.1
480,174,5.5,83,0.1
486,171,6.0,83,0.1
493,168,6.5,83,0.1
486,165,-7.5,83,0.1
479,162,-7.0,83,0.1
473,159,-6.5,83,0.1
467,156,-6.0,83,0.1
462,153,-5.5,83,0.1
457,150,-5.0,83,0.1
453,147,-4.5,83,0.1
449,144,-4.0,83,0.1
446,141,-3.5,83,0.1
443,138,-3.0,83,0.1
441,135,-2.5,83,0.1
439,132,-2.0,83,0.1
438,129,-1.5,83,0.1
437,126,-1.0,83,0.1
437,123,-0.5,83,0.1
437,120,0.0,83,0.1
